scenario,condition,call,sequence_length,position_in_forward,coordinates_before,coordinates_after,target_gap,target_gap_error,all_position_patch_norms,next_block_input_exact,absolute_position,input_token_id,predicted_token_id
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,10,1,0,"[-0.8668653964996338, -0.3490222692489624]","[-0.8668653964996338, -0.3490222692489624]",-7.5542134046554565,7.036370277404785,[0.0],True,64,6577,9052
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,11,1,0,"[-1.3824355602264404, -0.6121443510055542]","[-1.3824355602264404, -0.6121443510055542]",-7.5542134046554565,6.78392219543457,[0.0],True,65,9052,523
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,12,1,0,"[-1.3590492010116577, -0.5213941335678101]","[-1.3590492010116577, -0.5213941335678101]",-7.5542134046554565,6.716558456420898,[0.0],True,66,523,321
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,13,1,0,"[-1.5912379026412964, -0.5344302654266357]","[-1.5912379026412964, -0.5344302654266357]",-7.5542134046554565,6.497406005859375,[0.0],True,67,321,27095
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,14,1,0,"[-1.2398875951766968, -0.4769195020198822]","[-1.2398875951766968, -0.4769195020198822]",-7.5542134046554565,6.791245460510254,[0.0],True,68,27095,310
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,15,1,0,"[-1.2812142372131348, -0.6874326467514038]","[-1.2812142372131348, -0.6874326467514038]",-7.5542134046554565,6.960432052612305,[0.0],True,69,310,28299
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,16,1,0,"[-1.423140287399292, -0.4720389246940613]","[-1.423140287399292, -0.4720389246940613]",-7.5542134046554565,6.60311222076416,[0.0],True,70,28299,8443
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,17,1,0,"[-1.7981436252593994, -0.46581554412841797]","[-1.7981436252593994, -0.46581554412841797]",-7.5542134046554565,6.221885681152344,[0.0],True,71,8443,279
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,18,1,0,"[-1.645918846130371, -0.29252007603645325]","[-1.645918846130371, -0.29252007603645325]",-7.5542134046554565,6.200814723968506,[0.0],True,72,279,2100
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,19,1,0,"[-1.6423473358154297, -0.31602224707603455]","[-1.6423473358154297, -0.31602224707603455]",-7.5542134046554565,6.227888584136963,[0.0],True,73,2100,579
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,20,1,0,"[-1.9535164833068848, -0.33328962326049805]","[-1.9535164833068848, -0.33328962326049805]",-7.5542134046554565,5.933986663818359,[0.0],True,74,579,3558
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,21,1,0,"[-1.7323739528656006, -0.14333055913448334]","[-1.7323739528656006, -0.14333055913448334]",-7.5542134046554565,5.965169906616211,[0.0],True,75,3558,19342
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,22,1,0,"[-1.2716221809387207, -0.16771496832370758]","[-1.2716221809387207, -0.16771496832370758]",-7.5542134046554565,6.450306415557861,[0.0],True,76,19342,14832
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,23,1,0,"[-1.29494047164917, -0.10177396237850189]","[-1.29494047164917, -0.10177396237850189]",-7.5542134046554565,6.36104679107666,[0.0],True,77,14832,13
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,24,1,0,"[-0.8421624302864075, -0.17148059606552124]","[-0.8421624302864075, -0.17148059606552124]",-7.5542134046554565,6.88353157043457,[0.0],True,78,13,1061
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,25,1,0,"[-1.3127633333206177, -0.5292785167694092]","[-1.3127633333206177, -0.5292785167694092]",-7.5542134046554565,6.770728588104248,[0.0],True,79,1061,15271
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,26,1,0,"[-1.1638495922088623, -0.10881336778402328]","[-1.1638495922088623, -0.10881336778402328]",-7.5542134046554565,6.4991774559021,[0.0],True,80,15271,1231
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,27,1,0,"[-1.8157137632369995, -0.5988866686820984]","[-1.8157137632369995, -0.5988866686820984]",-7.5542134046554565,6.337386131286621,[0.0],True,81,1231,5313
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,28,1,0,"[-1.3876094818115234, -0.6621693968772888]","[-1.3876094818115234, -0.6621693968772888]",-7.5542134046554565,6.828773498535156,[0.0],True,82,5313,24546
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,29,1,0,"[-1.1996508836746216, -0.4536895453929901]","[-1.1996508836746216, -0.4536895453929901]",-7.5542134046554565,6.808252334594727,[0.0],True,83,24546,279
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,30,1,0,"[-1.529854416847229, -0.3346762955188751]","[-1.529854416847229, -0.3346762955188751]",-7.5542134046554565,6.359035491943359,[0.0],True,84,279,7384
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,31,1,0,"[-1.4383890628814697, -0.4131297767162323]","[-1.4383890628814697, -0.4131297767162323]",-7.5542134046554565,6.52895450592041,[0.0],True,85,7384,3240
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,32,1,0,"[-1.440434217453003, -0.23246876895427704]","[-1.440434217453003, -0.23246876895427704]",-7.5542134046554565,6.346248149871826,[0.0],True,86,3240,23014
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,33,1,0,"[-1.4680744409561157, -0.12424856424331665]","[-1.4680744409561157, -0.12424856424331665]",-7.5542134046554565,6.210387706756592,[0.0],True,87,23014,321
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,34,1,0,"[-1.6942145824432373, -0.4956342875957489]","[-1.6942145824432373, -0.4956342875957489]",-7.5542134046554565,6.35563325881958,[0.0],True,88,321,3707
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,35,1,0,"[-1.610109806060791, -0.43277406692504883]","[-1.610109806060791, -0.43277406692504883]",-7.5542134046554565,6.376877784729004,[0.0],True,89,3707,633
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,36,1,0,"[-1.5739957094192505, -0.13063448667526245]","[-1.5739957094192505, -0.13063448667526245]",-7.5542134046554565,6.110852241516113,[0.0],True,90,633,3222
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,37,1,0,"[-1.2235723733901978, -0.3058358430862427]","[-1.2235723733901978, -0.3058358430862427]",-7.5542134046554565,6.636476993560791,[0.0],True,91,3222,23358
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,38,1,0,"[-0.9566804766654968, -0.18534354865550995]","[-0.9566804766654968, -0.18534354865550995]",-7.5542134046554565,6.782876491546631,[0.0],True,92,23358,513
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,39,1,0,"[-1.2739362716674805, -0.5259966850280762]","[-1.2739362716674805, -0.5259966850280762]",-7.5542134046554565,6.806273937225342,[0.0],True,93,513,82054
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,40,1,0,"[-1.4721988439559937, -0.39577555656433105]","[-1.4721988439559937, -0.39577555656433105]",-7.5542134046554565,6.477790355682373,[0.0],True,94,82054,22898
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,41,1,0,"[-1.552972674369812, -0.3410479724407196]","[-1.552972674369812, -0.3410479724407196]",-7.5542134046554565,6.342288970947266,[0.0],True,95,22898,310
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,42,1,0,"[-1.9674677848815918, -0.3926617205142975]","[-1.9674677848815918, -0.3926617205142975]",-7.5542134046554565,5.97940731048584,[0.0],True,96,310,279
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,43,1,0,"[-1.8573589324951172, -0.24923421442508698]","[-1.8573589324951172, -0.24923421442508698]",-7.5542134046554565,5.946088790893555,[0.0],True,97,279,18356
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,44,1,0,"[-1.3824750185012817, -0.4865565299987793]","[-1.3824750185012817, -0.4865565299987793]",-7.5542134046554565,6.658295154571533,[0.0],True,98,18356,321
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,45,1,0,"[-1.602980613708496, -0.3853268325328827]","[-1.602980613708496, -0.3853268325328827]",-7.5542134046554565,6.336559772491455,[0.0],True,99,321,28943
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,46,1,0,"[-1.4897358417510986, -0.43891337513923645]","[-1.4897358417510986, -0.43891337513923645]",-7.5542134046554565,6.503391265869141,[0.0],True,100,28943,314
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,47,1,0,"[-2.0515005588531494, -0.3647799789905548]","[-2.0515005588531494, -0.3647799789905548]",-7.5542134046554565,5.86749267578125,[0.0],True,101,314,4499
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,48,1,0,"[-1.7908024787902832, -0.4261707663536072]","[-1.7908024787902832, -0.4261707663536072]",-7.5542134046554565,6.189581871032715,[0.0],True,102,4499,6577
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,49,1,0,"[-1.3708715438842773, -0.5688284039497375]","[-1.3708715438842773, -0.5688284039497375]",-7.5542134046554565,6.752170562744141,[0.0],True,103,6577,13505
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,50,1,0,"[-1.83524489402771, -0.5926247835159302]","[-1.83524489402771, -0.5926247835159302]",-7.5542134046554565,6.311593532562256,[0.0],True,104,13505,7929
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,51,1,0,"[-1.8824769258499146, -0.2631719708442688]","[-1.8824769258499146, -0.2631719708442688]",-7.5542134046554565,5.934908866882324,[0.0],True,105,7929,13
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,52,1,0,"[-1.4170068502426147, -0.4627701938152313]","[-1.4170068502426147, -0.4627701938152313]",-7.5542134046554565,6.599977016448975,[0.0],True,106,13,248046
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,53,1,0,"[-0.9316497445106506, -0.27230313420295715]","[-0.9316497445106506, -0.27230313420295715]",-7.5542134046554565,6.894866943359375,[0.0],True,107,248046,198
syco_bullshit_v2_leg_pnf_01,persistent_identity_minus,54,1,0,"[-1.677799940109253, -0.5805965662002563]","[-1.677799940109253, -0.5805965662002563]",-7.5542134046554565,6.457010269165039,[0.0],True,108,198,248044
syco_bullshit_v2_leg_pnf_01,persistent_minus,0,55,54,"[-1.0510940551757812, 0.2816615402698517]","[-4.160634994506836, 3.3913168907165527]",-7.5542134046554565,0.002261638641357422,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.788508653640747]",True,54,271,760
syco_bullshit_v2_leg_pnf_01,persistent_minus,1,1,0,"[-1.351455569267273, -0.4318118095397949]","[-4.673328399658203, 2.8841633796691895]",-7.5542134046554565,0.0032782554626464844,[4.043542861938477],True,55,760,62966
syco_bullshit_v2_leg_pnf_01,persistent_minus,2,1,0,"[-0.6737901568412781, -0.44049352407455444]","[-4.33112096786499, 3.222480297088623]",-7.5542134046554565,0.0006122589111328125,[4.45928955078125],True,56,62966,1902
syco_bullshit_v2_leg_pnf_01,persistent_minus,3,1,0,"[-0.8081569075584412, -0.22199249267578125]","[-4.290985107421875, 3.262563705444336]",-7.5542134046554565,0.0006647109985351562,[4.2442731857299805],True,57,1902,40729
syco_bullshit_v2_leg_pnf_01,persistent_minus,4,1,0,"[-0.7246475219726562, -0.1914394199848175]","[-4.236240386962891, 3.318197250366211]",-7.5542134046554565,0.00022411346435546875,[4.2770771980285645],True,58,40729,3050
syco_bullshit_v2_leg_pnf_01,persistent_minus,5,1,0,"[-1.0598185062408447, -0.34270530939102173]","[-4.478965759277344, 3.0762805938720703]",-7.5542134046554565,0.0010328292846679688,[4.165523052215576],True,59,3050,6577
syco_bullshit_v2_leg_pnf_01,persistent_minus,6,1,0,"[-0.778734564781189, -0.34807664155960083]","[-4.34477424621582, 3.212860345840454]",-7.5542134046554565,0.0034208297729492188,[4.341507434844971],True,60,6577,13505
syco_bullshit_v2_leg_pnf_01,persistent_minus,7,1,0,"[-1.3276054859161377, -0.32718753814697266]","[-4.6020917892456055, 2.950352907180786]",-7.5542134046554565,0.0017690658569335938,[3.9912729263305664],True,61,13505,55155
syco_bullshit_v2_leg_pnf_01,persistent_minus,8,1,0,"[-1.1140087842941284, -0.2606523931026459]","[-4.4685258865356445, 3.0886712074279785]",-7.5542134046554565,0.002983570098876953,[4.0837578773498535],True,62,55155,318
syco_bullshit_v2_leg_pnf_01,persistent_minus,9,1,0,"[-1.420400857925415, -0.28805848956108093]","[-4.630989074707031, 2.9235286712646484]",-7.5542134046554565,0.00030422210693359375,[3.9121410846710205],True,63,318,68
syco_bullshit_v2_leg_pnf_01,persistent_minus,10,1,0,"[-1.7164037227630615, -0.2546381652355194]","[-4.75956916809082, 2.7918689250946045]",-7.5542134046554565,0.0027751922607421875,[3.7096035480499268],True,64,68,1257
syco_bullshit_v2_leg_pnf_01,persistent_minus,11,1,0,"[-1.5238971710205078, -0.024425804615020752]","[-4.549221038818359, 3.0035219192504883]",-7.5542134046554565,0.0014705657958984375,[3.687434196472168],True,65,1257,2487
syco_bullshit_v2_leg_pnf_01,persistent_minus,12,1,0,"[-1.416204810142517, -0.47897636890411377]","[-4.721411228179932, 2.831214666366577]",-7.5542134046554565,0.0015878677368164062,[4.029868125915527],True,66,2487,23795
syco_bullshit_v2_leg_pnf_01,persistent_minus,13,1,0,"[-1.6414661407470703, -0.47945523262023926]","[-4.838922500610352, 2.7165703773498535]",-7.5542134046554565,0.0012793540954589844,[3.894674777984619],True,67,23795,51553
syco_bullshit_v2_leg_pnf_01,persistent_minus,14,1,0,"[-1.6330162286758423, -0.3538508415222168]","[-4.774192810058594, 2.782930850982666]",-7.5542134046554565,0.002910137176513672,[3.824319839477539],True,68,51553,11
syco_bullshit_v2_leg_pnf_01,persistent_minus,15,1,0,"[-1.6847280263900757, -0.44533905386924744]","[-4.84335470199585, 2.7112932205200195]",-7.5542134046554565,0.0004343986511230469,[3.847012519836426],True,69,11,6355
syco_bullshit_v2_leg_pnf_01,persistent_minus,16,1,0,"[-1.8396506309509277, -0.7705389261245728]","[-5.081108570098877, 2.4714977741241455]",-7.5542134046554565,0.0016069412231445312,[3.949491262435913],True,70,6355,6038
syco_bullshit_v2_leg_pnf_01,persistent_minus,17,1,0,"[-1.7591811418533325, -0.43652665615081787]","[-4.878082275390625, 2.6780505180358887]",-7.5542134046554565,0.0019192695617675781,[3.7972304821014404],True,71,6038,5605
syco_bullshit_v2_leg_pnf_01,persistent_minus,18,1,0,"[-1.335494041442871, -0.5331183075904846]","[-4.712915420532227, 2.8418965339660645]",-7.5542134046554565,0.0005984306335449219,[4.113326072692871],True,72,5605,72895
syco_bullshit_v2_leg_pnf_01,persistent_minus,19,1,0,"[-1.6376316547393799, -0.4341861307621002]","[-4.814451694488525, 2.7413182258605957]",-7.5542134046554565,0.001556396484375,[3.869616746902466],True,73,72895,362
syco_bullshit_v2_leg_pnf_01,persistent_minus,20,1,0,"[-1.5809242725372314, -0.5852506756782532]","[-4.857208251953125, 2.6954126358032227]",-7.5542134046554565,0.0015926361083984375,[3.9942657947540283],True,74,362,11
syco_bullshit_v2_leg_pnf_01,persistent_minus,21,1,0,"[-1.7704476118087769, -0.560171365737915]","[-4.94381856918335, 2.6113781929016113]",-7.5542134046554565,0.0009832382202148438,[3.8650801181793213],True,75,11,321
syco_bullshit_v2_leg_pnf_01,persistent_minus,22,1,0,"[-1.774783968925476, -0.4734307825565338]","[-4.904705047607422, 2.6524131298065186]",-7.5542134046554565,0.0029048919677734375,[3.8107831478118896],True,76,321,1724
syco_bullshit_v2_leg_pnf_01,persistent_minus,23,1,0,"[-1.6015464067459106, -0.6714998483657837]","[-4.908452033996582, 2.6411349773406982]",-7.5542134046554565,0.004626274108886719,[4.0323920249938965],True,77,1724,29768
syco_bullshit_v2_leg_pnf_01,persistent_minus,24,1,0,"[-1.6939513683319092, -0.27109551429748535]","[-4.756063461303711, 2.795189142227173]",-7.5542134046554565,0.0029611587524414062,[3.7332253456115723],True,78,29768,8468
syco_bullshit_v2_leg_pnf_01,persistent_minus,25,1,0,"[-1.7310090065002441, -0.30183640122413635]","[-4.789597034454346, 2.7606759071350098]",-7.5542134046554565,0.003940582275390625,[3.72878360748291],True,79,8468,8
syco_bullshit_v2_leg_pnf_01,persistent_minus,26,1,0,"[-1.363927960395813, -0.4541715085506439]","[-4.689612865447998, 2.8657078742980957]",-7.5542134046554565,0.0011072158813476562,[4.0482659339904785],True,80,8,494
syco_bullshit_v2_leg_pnf_01,persistent_minus,27,1,0,"[-1.6876085996627808, -0.22856108844280243]","[-4.73219633102417, 2.8202226161956787]",-7.5542134046554565,0.0017948150634765625,[3.71187162399292],True,81,494,4437
syco_bullshit_v2_leg_pnf_01,persistent_minus,28,1,0,"[-1.7257027626037598, -0.3465465307235718]","[-4.80927848815918, 2.742189645767212]",-7.5542134046554565,0.0027456283569335938,[3.7599687576293945],True,82,4437,4954
syco_bullshit_v2_leg_pnf_01,persistent_minus,29,1,0,"[-1.9346610307693481, -0.4991341531276703]","[-4.990938186645508, 2.5606136322021484]",-7.5542134046554565,0.0026617050170898438,[3.7256691455841064],True,83,4954,85945
syco_bullshit_v2_leg_pnf_01,persistent_minus,30,1,0,"[-1.5107958316802979, -0.18022894859313965]","[-4.625254154205322, 2.9285082817077637]",-7.5542134046554565,0.00045108795166015625,[3.790968894958496],True,84,85945,1313
syco_bullshit_v2_leg_pnf_01,persistent_minus,31,1,0,"[-1.4734150171279907, -0.45682406425476074]","[-4.740000247955322, 2.81239914894104]",-7.5542134046554565,0.0018138885498046875,[3.981388568878174],True,85,1313,310
syco_bullshit_v2_leg_pnf_01,persistent_minus,32,1,0,"[-1.2548017501831055, -0.5122956037521362]","[-4.661314964294434, 2.8928627967834473]",-7.5542134046554565,3.5762786865234375e-05,[4.149406909942627],True,86,310,8443
syco_bullshit_v2_leg_pnf_01,persistent_minus,33,1,0,"[-1.5163280963897705, -0.26126015186309814]","[-4.667511940002441, 2.8873982429504395]",-7.5542134046554565,0.0006966590881347656,[3.837627649307251],True,87,8443,279
syco_bullshit_v2_leg_pnf_01,persistent_minus,34,1,0,"[-1.5521632432937622, -0.29477471113204956]","[-4.701953887939453, 2.8516845703125]",-7.5542134046554565,0.0005750656127929688,[3.8354437351226807],True,88,279,2100
syco_bullshit_v2_leg_pnf_01,persistent_minus,35,1,0,"[-1.599255919456482, -0.2840172350406647]","[-4.721286296844482, 2.834456205368042]",-7.5542134046554565,0.0015287399291992188,[3.8015072345733643],True,89,2100,579
syco_bullshit_v2_leg_pnf_01,persistent_minus,36,1,0,"[-2.02396821975708, -0.25588858127593994]","[-4.920162677764893, 2.63545560836792]",-7.5542134046554565,0.0014047622680664062,[3.525578022003174],True,90,579,1496
syco_bullshit_v2_leg_pnf_01,persistent_minus,37,1,0,"[-1.435139536857605, -0.27112963795661926]","[-4.630640983581543, 2.924206018447876]",-7.5542134046554565,0.00063323974609375,[3.8930554389953613],True,91,1496,19342
syco_bullshit_v2_leg_pnf_01,persistent_minus,38,1,0,"[-1.1878904104232788, -0.08673135936260223]","[-4.41420316696167, 3.1400883197784424]",-7.5542134046554565,7.82012939453125e-05,[3.9310197830200195],True,92,19342,5048
syco_bullshit_v2_leg_pnf_01,persistent_minus,39,1,0,"[-1.3424975872039795, 0.05740679055452347]","[-4.415268421173096, 3.135281562805176]",-7.5542134046554565,0.0036635398864746094,[3.746781587600708],True,93,5048,13
syco_bullshit_v2_leg_pnf_01,persistent_minus,40,1,0,"[-0.7016911506652832, -0.07059968262910843]","[-4.16267728805542, 3.39169979095459]",-7.5542134046554565,0.00016355514526367188,[4.217414379119873],True,94,13,1061
syco_bullshit_v2_leg_pnf_01,persistent_minus,41,1,0,"[-1.2229982614517212, -0.44354796409606934]","[-4.6123046875, 2.943225860595703]",-7.5542134046554565,0.0013170242309570312,[4.127729415893555],True,95,1061,92679
syco_bullshit_v2_leg_pnf_01,persistent_minus,42,1,0,"[-0.8403440117835999, -0.08856748044490814]","[-4.242527961730957, 3.312892436981201]",-7.5542134046554565,0.0012068748474121094,[4.144533634185791],True,96,92679,24546
syco_bullshit_v2_leg_pnf_01,persistent_minus,43,1,0,"[-1.0135129690170288, -0.3786766231060028]","[-4.4719133377075195, 3.0806515216827393]",-7.5542134046554565,0.0016489028930664062,[4.214008808135986],True,97,24546,279
syco_bullshit_v2_leg_pnf_01,persistent_minus,44,1,0,"[-1.5389565229415894, -0.2754270136356354]","[-4.68648624420166, 2.8694393634796143]",-7.5542134046554565,0.0017118453979492188,[3.833091974258423],True,98,279,24318
syco_bullshit_v2_leg_pnf_01,persistent_minus,45,1,0,"[-1.4181355237960815, -0.14391155540943146]","[-4.561628341674805, 2.996652603149414]",-7.5542134046554565,0.004067420959472656,[3.8280229568481445],True,99,24318,628
syco_bullshit_v2_leg_pnf_01,persistent_minus,46,1,0,"[-1.5444740056991577, -0.4183506667613983]","[-4.757596015930176, 2.7960667610168457]",-7.5542134046554565,0.0005507469177246094,[3.9154088497161865],True,100,628,28299
syco_bullshit_v2_leg_pnf_01,persistent_minus,47,1,0,"[-1.723739743232727, -0.2893925905227661]","[-4.78013277053833, 2.7704780101776123]",-7.5542134046554565,0.0036029815673828125,[3.7258193492889404],True,101,28299,3240
syco_bullshit_v2_leg_pnf_01,persistent_minus,48,1,0,"[-1.6281769275665283, -0.26649561524391174]","[-4.728078365325928, 2.827366352081299]",-7.5542134046554565,0.0012311935424804688,[3.7730395793914795],True,102,3240,279
syco_bullshit_v2_leg_pnf_01,persistent_minus,49,1,0,"[-1.9332916736602783, -0.20415648818016052]","[-4.849205017089844, 2.707940101623535]",-7.5542134046554565,0.0029315948486328125,[3.5502164363861084],True,103,279,6577
syco_bullshit_v2_leg_pnf_01,persistent_minus,50,1,0,"[-1.6180156469345093, -0.3896271288394928]","[-4.78213357925415, 2.7717552185058594]",-7.5542134046554565,0.0003247261047363281,[3.8532638549804688],True,104,6577,85945
syco_bullshit_v2_leg_pnf_01,persistent_minus,51,1,0,"[-1.6708698272705078, -0.3158552050590515]","[-4.773709297180176, 2.7819652557373047]",-7.5542134046554565,0.001461029052734375,[3.7772376537323],True,105,85945,477
syco_bullshit_v2_leg_pnf_01,persistent_minus,52,1,0,"[-1.6399370431900024, -0.16058097779750824]","[-4.674962520599365, 2.8782293796539307]",-7.5542134046554565,0.0010213851928710938,[3.6999752521514893],True,106,477,15162
syco_bullshit_v2_leg_pnf_01,persistent_minus,53,1,0,"[-1.5554289817810059, -0.051716893911361694]","[-4.578123092651367, 2.9745569229125977]",-7.5542134046554565,0.00153350830078125,[3.6848363876342773],True,107,15162,321
syco_bullshit_v2_leg_pnf_01,persistent_minus,54,1,0,"[-1.8131632804870605, -0.5516343712806702]","[-4.961641311645508, 2.592719554901123]",-7.5542134046554565,0.00014734268188476562,[3.8333663940429688],True,108,321,5471
syco_bullshit_v2_leg_pnf_01,persistent_minus,55,1,0,"[-1.633999228477478, -0.19990098476409912]","[-4.691282749176025, 2.862196445465088]",-7.5542134046554565,0.0007343292236328125,[3.7277097702026367],True,109,5471,888
syco_bullshit_v2_leg_pnf_01,persistent_minus,56,1,0,"[-1.2964712381362915, -0.2635115087032318]","[-4.55462646484375, 2.9976325035095215]",-7.5542134046554565,0.0019545555114746094,[3.971323251724243],True,110,888,13491
syco_bullshit_v2_leg_pnf_01,persistent_minus,57,1,0,"[-1.4911606311798096, -0.13496024906635284]","[-4.594117164611816, 2.964195728302002]",-7.5542134046554565,0.004099369049072266,[3.7781448364257812],True,111,13491,286
syco_bullshit_v2_leg_pnf_01,persistent_minus,58,1,0,"[-1.531675100326538, -0.011738725006580353]","[-4.547257900238037, 3.005805015563965]",-7.5542134046554565,0.0011506080627441406,[3.675166368484497],True,112,286,364
syco_bullshit_v2_leg_pnf_01,persistent_minus,59,1,0,"[-1.5626739263534546, -0.04434272274374962]","[-4.578662872314453, 2.9730710983276367]",-7.5542134046554565,0.00247955322265625,[3.675332546234131],True,113,364,13553
syco_bullshit_v2_leg_pnf_01,persistent_minus,60,1,0,"[-1.748666524887085, -0.29004132747650146]","[-4.794258117675781, 2.75899076461792]",-7.5542134046554565,0.0009646415710449219,[3.7126352787017822],True,114,13553,58764
